cfg_application,cfg_client_maxrate_kbit,cfg_delay,cfg_run_id,cfg_server_maxrate_kbit,cfg_study_id,cfg_time_limit,sshc_cmd_count,sshc_max,sshc_mean,sshc_mean_mos,sshc_median,sshc_min,sshc_std,sshc_std_mos,sshc_uniq_cmds
sshclient,2000,478,20180323_154832_5828,2000,vagrant,80,20,1.49072337151,1.21568046808,1.25198901494,1.16552531719,0.969595193863,0.24802949476,0.251989034246,1
sshclient,2000,318,20180323_132742_133c,2000,vagrant,80,14,1.0128018856,0.762518252645,1.98745741049,0.649893641472,0.649594783783,0.159028703413,0.371066974631,1
sshclient,2000,276,20180323_125156_7d07,2000,vagrant,80,22,0.886651277542,0.64963729815,2.25084630432,0.565810322762,0.565494775772,0.13170450032,0.307310500747,1
sshclient,2000,424,20180323_150205_b742,2000,vagrant,80,13,1.32906651497,1.01874168103,1.46184881406,0.861848592758,0.861649990082,0.189308844152,0.337667344736,1
sshclient,2000,408,20180323_144748_6d5c,2000,vagrant,80,17,1.28031659126,0.987028823179,1.53738660532,0.82990026474,0.829603433609,0.212916947943,0.396886375214,1
sshclient,2000,324,20180323_133353_b854,2000,vagrant,80,16,1.02806472778,0.732136785984,2.05834749937,0.661869168282,0.661439657211,0.130370155932,0.304197030508,1
sshclient,2000,412,20180323_145100_8db9,2000,vagrant,80,20,1.29449295998,0.980159556866,1.53940168142,0.837885022163,0.837545394897,0.198859902913,0.374375304043,1
sshclient,2000,416,20180323_145411_4574,2000,vagrant,80,19,1.30433678627,0.901622458508,1.69132396798,0.845765590668,0.845633506775,0.141154725436,0.249541319552,1
sshclient,2000,186,20180323_180346_0146,2000,vagrant,80,11,0.613557577133,0.417549501766,2.79238449588,0.385892391205,0.385468006134,0.0710861856964,0.165867766625,1
sshclient,2000,68,20180323_162551_cfe3,2000,vagrant,80,13,0.287090778351,0.160598002947,3.61803411276,0.149778842926,0.149538993835,0.0365275427229,0.114158691077,1
sshclient,2000,410,20180323_144924_7819,2000,vagrant,80,15,1.28648376465,0.992875591914,1.52338168356,0.833938121796,0.833586454391,0.20660943328,0.380459118115,1
sshclient,2000,452,20180323_152603_8e17,2000,vagrant,80,13,1.41223311424,1.01948457498,1.48079002209,0.917929410934,0.917558431625,0.186777505122,0.26333971803,1
sshclient,2000,94,20180323_164647_1f32,2000,vagrant,80,19,0.338768005371,0.215889152728,3.53114700485,0.201867103577,0.201556444168,0.0410447510899,0.177860588056,1
sshclient,2000,74,20180323_163020_d3a6,2000,vagrant,80,11,0.299146413803,0.174248890443,3.59570674174,0.161815881729,0.161526441574,0.0394962249474,0.134504744989,1
sshclient,2000,152,20180323_173457_582e,2000,vagrant,80,13,0.512271165848,0.36480313081,2.96014955227,0.317801475525,0.317531585693,0.0793573520431,0.21211616713,1
sshclient,2000,360,20180323_140513_2eb4,2000,vagrant,80,15,1.13618040085,0.803774849574,1.89119201766,0.733791589737,0.733628034592,0.138382775436,0.322893142685,1
sshclient,2000,354,20180323_135900_abcb,2000,vagrant,80,13,1.11776185036,0.76660317641,1.97792592171,0.72181391716,0.721670389175,0.108561833024,0.253310943722,1
sshclient,2000,330,20180323_133836_6da4,2000,vagrant,80,21,1.04805731773,0.779585792905,1.94763314989,0.673835039139,0.673587322235,0.159303274553,0.371707640624,1
sshclient,2000,170,20180323_175006_71f4,2000,vagrant,80,23,0.568174362183,0.375435963921,2.89064941752,0.353773355484,0.353493213654,0.060329832022,0.140769608051,1
sshclient,2000,362,20180323_140648_6a5a,2000,vagrant,80,17,1.14295291901,0.866708362804,1.74434715346,0.737821340561,0.737500429153,0.180179945172,0.420419872069,1
sshclient,2000,248,20180323_122845_ce4c,2000,vagrant,80,16,0.799735784531,0.553835973144,2.47438272933,0.509830594063,0.509497880936,0.0969016473799,0.226103843886,1
sshclient,2000,428,20180323_150517_5200,2000,vagrant,80,19,1.3408498764,1.12285225015,1.3176305202,1.23179268837,0.869614839554,0.217627024058,0.346673181896,1
sshclient,2000,128,20180323_171519_3606,2000,vagrant,80,16,0.440596580505,0.300814718008,3.19512263139,0.269845604897,0.269545316696,0.064623784966,0.213396599472,1
sshclient,2000,164,20180323_174532_939c,2000,vagrant,80,12,0.550887584686,0.359376927217,2.94284791284,0.341842770576,0.341741800308,0.0577436214244,0.139180976479,1
sshclient,2000,180,20180323_175911_6ea1,2000,vagrant,80,17,0.596036195755,0.437672348583,2.74543118664,0.373929977417,0.37330198288,0.0989423967147,0.230865592334,1
sshclient,2000,12,20180323_172423_aeba,2000,vagrant,80,21,0.174115419388,0.0442081406003,4.2104321775,0.0377061367035,0.0373818874359,0.0290485966361,0.130709070026,1
sshclient,2000,346,20180323_135241_a8fa,2000,vagrant,80,20,1.09653759003,0.82975423336,1.83057345549,0.705982208252,0.705599308014,0.173879129465,0.405717968751,1
sshclient,2000,198,20180323_181257_b38d,2000,vagrant,80,16,0.650586128235,0.485584720969,2.63363565107,0.40996336937,0.409569501877,0.107933206663,0.251844148881,1
sshclient,2000,106,20180323_165716_bea0,2000,vagrant,80,14,0.374665975571,0.246773464339,3.40368584565,0.225835204124,0.225696325302,0.0512530881618,0.206468091713,1
sshclient,2000,418,20180323_145547_a248,2000,vagrant,80,15,1.3115913868,0.983956464132,1.53253940582,0.849875450134,0.849541902542,0.194377686478,0.357157358807,1
sshclient,2000,422,20180323_150028_c945,2000,vagrant,80,19,1.322026968,1.0270064881,1.4832545682,0.857886314392,0.857630252838,0.221558171507,0.36909182816,1
sshclient,2000,166,20180323_174703_ef6d,2000,vagrant,80,18,0.554093599319,0.383427911335,2.87852892699,0.345857143402,0.345578193665,0.0756916473329,0.179863488828,1
